,Customer_ID,last_purchase,frequency,monetary,avg_purchase,avg_rating,discount_rate,return_rate,online_share,instore_share,both_share,loyalty_avg,clv_latest,clv_mean,recency_days,loyalty_score_engineered,Customer_Segment_Recomputed
23,10130,2020-02-24,1,306.4850277385758,306.4850277385758,2.0,1.0,0.0,0.0,1.0,0.0,23.0,3628.428542020346,3628.428542020346,29,16,New
24,10133,2020-01-26,1,105.3634346190369,105.3634346190369,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.9,0.9122222222222223,58,6,New
25,10137,2020-01-31,1,381.1798131810679,381.1798131810679,4.0,0.0,0.0,1.0,0.0,0.0,79.0,4721.614831964492,4721.614831964492,53,20,New
26,10140,2020-03-19,1,496.7526661984857,496.7526661984857,2.0,0.0,0.0,1.0,0.0,0.0,36.0,6379.462314016167,6379.462314016167,5,25,New
27,10145,2020-03-21,2,357.54502176480923,178.77251088240462,3.5,0.5,0.5,0.5,0.5,0.0,8.0,1378.873944013115,1255.0397997866505,3,32,New
28,10153,2020-02-21,1,14.41277548959287,14.41277548959287,1.0,1.0,1.0,1.0,0.0,0.0,72.0,0.9,0.9122222222222223,32,2,New
29,10154,2020-01-14,1,85.44732357447624,85.44732357447624,0.0,1.0,0.0,1.0,0.0,0.0,25.0,1061.432701659326,1061.432701659326,70,5,New
30,10158,2020-03-10,1,224.6188964688215,224.6188964688215,2.0,0.0,0.0,0.0,0.0,1.0,88.0,3245.674159298977,3245.674159298977,14,12,New
31,10161,2020-01-03,1,287.9099130775622,287.9099130775622,4.0,0.0,0.0,0.0,0.0,1.0,74.0,1517.443283183921,1517.443283183921,81,15,New
32,10189,2020-01-02,1,175.5004336947923,175.5004336947923,5.0,0.0,0.0,0.0,1.0,0.0,30.0,1407.517990179504,1407.517990179504,82,10,New
33,10190,2020-01-14,1,435.4787421886803,435.4787421886803,5.0,0.0,0.0,0.0,0.0,1.0,61.0,2327.291816059855,2327.291816059855,70,22,New
34,10197,2020-01-09,1,315.6337002947752,315.6337002947752,1.0,0.0,0.0,1.0,0.0,0.0,24.0,3678.01784125043,3678.01784125043,75,16,New
35,10202,2020-01-09,1,161.972138334493,161.972138334493,2.0,1.0,0.0,1.0,0.0,0.0,17.0,1503.082001534935,1503.082001534935,75,9,New
36,10206,2020-01-06,1,121.181375949466,121.181375949466,5.0,0.0,0.0,1.0,0.0,0.0,43.0,1287.424941226256,1287.424941226256,78,7,New
37,10207,2020-03-24,2,248.1890932711995,124.09454663559976,2.5,0.0,0.0,1.0,0.0,0.0,43.5,1155.489570173233,1155.489570173233,0,26,New
38,10213,2020-03-07,1,430.5944670279574,430.5944670279574,5.0,0.0,1.0,0.0,0.0,1.0,76.0,6114.060640628806,6114.060640628806,17,22,New
39,10224,2020-02-06,1,388.057764083065,388.057764083065,3.0,0.0,1.0,1.0,0.0,0.0,76.0,2114.785401907694,2114.785401907694,47,20,New
40,10225,2020-01-13,1,155.9452006964107,155.9452006964107,1.0,0.0,0.0,0.0,0.0,1.0,84.0,0.9,0.9122222222222223,71,9,New
41,10232,2020-02-04,1,242.166133130468,242.166133130468,5.0,0.0,0.0,0.0,1.0,0.0,57.0,1966.404947017125,1966.404947017125,49,13,New
42,10235,2020-02-07,1,440.5618160747772,440.5618160747772,4.0,1.0,0.0,0.0,0.0,1.0,48.0,3004.542065956131,3004.542065956131,46,22,New
43,10249,2020-01-30,1,114.8275535725132,114.8275535725132,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1611.434705127885,1611.434705127885,54,7,New
44,10255,2020-01-28,1,233.3105488641575,233.3105488641575,1.0,0.0,0.0,0.0,0.0,1.0,83.0,2694.072557512297,2694.072557512297,56,12,New
45,10260,2020-02-07,1,91.28018308464239,91.28018308464239,2.0,1.0,0.0,1.0,0.0,0.0,3.0,690.6421635691163,690.6421635691163,46,5,New
46,10262,2020-01-10,1,455.0466917917624,455.0466917917624,2.0,0.0,1.0,0.0,1.0,0.0,72.0,5042.90315355732,5042.90315355732,74,23,New
47,10269,2020-03-12,1,240.4220029733883,240.4220029733883,1.0,0.0,0.0,0.0,1.0,0.0,38.0,3234.662677941303,3234.662677941303,12,13,New
48,10271,2020-02-25,1,299.2241489772503,299.2241489772503,2.0,0.0,0.0,0.0,0.0,1.0,67.0,3475.11826994217,3475.11826994217,28,16,New
49,10277,2020-03-02,1,407.9973739182861,407.9973739182861,0.0,1.0,0.0,0.0,0.0,1.0,34.0,4042.812242250907,4042.812242250907,22,21,New
50,10281,2020-03-14,1,468.6180253270156,468.6180253270156,1.0,0.0,0.0,0.0,0.0,1.0,56.0,5635.532817424001,5635.532817424001,10,24,New
51,10294,2020-03-01,1,397.0568808343942,397.0568808343942,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.9,0.9122222222222223,23,20,New
52,10301,2020-01-13,1,134.5667362426772,134.5667362426772,2.0,1.0,0.0,0.0,0.0,1.0,45.0,1055.463592406175,1055.463592406175,71,8,New
53,10302,2020-03-15,2,344.9238438663761,172.46192193318805,1.0,0.0,0.5,0.5,0.5,0.0,63.0,3021.511559910084,1694.4243569082287,9,31,New
54,10306,2020-03-09,1,104.3396585646883,104.3396585646883,3.0,0.0,0.0,1.0,0.0,0.0,88.0,1338.896281951885,1338.896281951885,15,6,New
55,10317,2020-02-29,1,74.78364618194685,74.78364618194685,0.0,1.0,0.0,1.0,0.0,0.0,60.0,0.9,0.9122222222222223,24,5,New
56,10329,2020-02-22,1,23.53959809940601,23.53959809940601,2.0,0.0,0.0,1.0,0.0,0.0,60.0,234.7720818951929,234.7720818951929,31,2,New
57,10338,2020-02-22,1,287.2508165011394,287.2508165011394,4.0,0.0,0.0,0.0,0.0,1.0,24.0,2523.897918530887,2523.897918530887,31,15,New
58,10341,2020-02-19,1,22.18918218715667,22.18918218715667,3.0,0.0,1.0,1.0,0.0,0.0,57.0,280.4030622622428,280.4030622622428,34,2,New
59,10345,2020-02-11,1,259.5516054331638,259.5516054331638,5.0,0.0,0.0,1.0,0.0,0.0,8.0,2931.831531089168,2931.831531089168,42,14,New
60,10352,2020-03-10,1,359.8866220211741,359.8866220211741,3.0,1.0,1.0,1.0,0.0,0.0,64.0,1857.932684658023,1857.932684658023,14,19,New
61,10362,2020-03-01,1,317.5732026643626,317.5732026643626,0.0,0.0,0.0,1.0,0.0,0.0,91.0,3329.293382845136,3329.293382845136,23,16,New
62,10364,2020-02-03,1,296.7579614015681,296.7579614015681,3.0,1.0,1.0,1.0,0.0,0.0,74.0,1929.171315439195,1929.171315439195,50,15,New
63,10374,2020-03-11,1,14.09137138174713,14.09137138174713,0.0,0.0,1.0,1.0,0.0,0.0,26.0,171.6823420866364,171.6823420866364,13,2,New
64,10384,2020-01-29,1,17.52946286001442,17.52946286001442,5.0,1.0,0.0,0.0,1.0,0.0,4.0,134.7990483297437,134.7990483297437,55,2,New
65,10390,2020-02-23,1,64.16526856420032,64.16526856420032,5.0,1.0,0.0,0.0,0.0,1.0,30.0,359.2541592755407,359.2541592755407,30,4,New
66,10391,2020-01-05,1,411.3906050471526,411.3906050471526,4.0,0.0,1.0,0.0,1.0,0.0,25.0,0.9,0.9122222222222223,79,21,New
67,10395,2020-01-22,1,390.6164529615357,390.6164529615357,3.0,0.0,1.0,0.0,0.0,1.0,79.0,3022.199437382556,3022.199437382556,62,20,New
68,10404,2020-01-29,1,218.9574648000086,218.9574648000086,3.0,1.0,0.0,1.0,0.0,0.0,71.0,2567.870961242185,2567.870961242185,55,12,New
69,10406,2020-03-18,1,127.4088176938206,127.4088176938206,2.0,0.0,0.0,1.0,0.0,0.0,31.0,1141.022977300068,1141.022977300068,6,7,New
70,10412,2020-01-21,1,485.9357555502301,485.9357555502301,5.0,0.0,0.0,0.0,0.0,1.0,7.0,3406.3564942068,3406.3564942068,63,25,New
71,10417,2020-01-20,1,223.3408041027266,223.3408041027266,4.0,0.0,0.0,1.0,0.0,0.0,19.0,1832.458388105816,1832.458388105816,64,12,New
72,10419,2020-02-10,1,389.9047194013843,389.9047194013843,1.0,1.0,1.0,1.0,0.0,0.0,48.0,3422.118626209509,3422.118626209509,43,20,New
73,10454,2020-03-17,1,419.0512613641708,419.0512613641708,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.9,0.9122222222222223,7,21,New
74,10458,2020-03-08,1,321.6597740146241,321.6597740146241,0.0,1.0,0.0,0.0,0.0,1.0,72.0,4205.185350195414,4205.185350195414,16,17,New
75,10466,2020-01-01,1,298.3324426440482,298.3324426440482,4.0,0.0,0.0,0.0,0.0,1.0,26.0,3076.554423084574,3076.554423084574,83,16,New
76,10481,2020-02-21,1,106.8587590683918,106.8587590683918,5.0,0.0,0.0,0.0,1.0,0.0,17.0,622.3789854767522,622.3789854767522,32,6,New
77,10482,2020-03-21,1,171.2769857224794,171.2769857224794,5.0,1.0,0.0,1.0,0.0,0.0,8.0,1704.945390515798,1704.945390515798,3,9,New
78,10488,2020-03-16,1,254.6136367313007,254.6136367313007,5.0,1.0,1.0,0.0,1.0,0.0,16.0,2333.987721705561,2333.987721705561,8,13,New
79,10502,2020-01-05,1,76.75448925740557,76.75448925740557,1.0,1.0,0.0,0.0,1.0,0.0,70.0,503.3479972226863,503.3479972226863,79,5,New
80,10504,2020-01-25,1,455.3548457893692,455.3548457893692,2.0,1.0,0.0,1.0,0.0,0.0,64.0,5158.387386367228,5158.387386367228,59,23,New
81,10512,2020-01-18,1,129.9468643244182,129.9468643244182,2.0,0.0,1.0,1.0,0.0,0.0,97.0,849.2049450867279,849.2049450867279,66,7,New
82,10514,2020-03-09,1,67.55641567022815,67.55641567022815,0.0,0.0,1.0,0.0,0.0,1.0,57.0,944.4397363192469,944.4397363192469,15,4,New
83,10523,2020-02-02,1,193.7326290465193,193.7326290465193,2.0,1.0,0.0,1.0,0.0,0.0,60.0,2156.886125002531,2156.886125002531,51,10,New
84,10525,2020-03-11,1,35.57067832041293,35.57067832041293,3.0,0.0,0.0,1.0,0.0,0.0,31.0,512.537618217729,512.537618217729,13,3,New
85,10526,2020-03-05,1,360.6814752600627,360.6814752600627,5.0,0.0,0.0,1.0,0.0,0.0,82.0,2269.86610199536,2269.86610199536,19,19,New
86,10529,2020-03-11,1,64.7821819046292,64.7821819046292,1.0,0.0,0.0,1.0,0.0,0.0,65.0,918.9591085225526,918.9591085225526,13,4,New
87,10536,2020-02-13,1,222.4750675818202,222.4750675818202,2.0,0.0,0.0,1.0,0.0,0.0,35.0,1786.690443320298,1786.690443320298,40,12,New
88,10537,2020-01-15,1,284.0579173176453,284.0579173176453,5.0,0.0,1.0,1.0,0.0,0.0,35.0,2221.770409051499,2221.770409051499,69,15,New
89,10539,2020-01-27,1,281.9590768605926,281.9590768605926,5.0,0.0,0.0,0.0,1.0,0.0,76.0,1815.947773118557,1815.947773118557,57,15,New
90,10545,2020-02-25,1,347.1121705465982,347.1121705465982,1.0,1.0,0.0,1.0,0.0,0.0,52.0,3538.369791213763,3538.369791213763,28,18,New
91,10552,2020-03-08,1,237.4905459401105,237.4905459401105,1.0,0.0,0.0,1.0,0.0,0.0,80.0,2010.368906547651,2010.368906547651,16,13,New
92,10556,2020-03-01,1,44.04519259293063,44.04519259293063,0.0,0.0,0.0,0.0,1.0,0.0,47.0,491.1877276373579,491.1877276373579,23,3,New
93,10559,2020-01-18,1,14.88027319010863,14.88027319010863,2.0,0.0,0.0,1.0,0.0,0.0,14.0,201.7926049286275,201.7926049286275,66,2,New
94,10569,2020-01-14,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,64.0,0.9,0.9122222222222223,70,1,New
95,10571,2020-03-02,1,278.6198486681543,278.6198486681543,4.0,0.0,0.0,0.0,1.0,0.0,87.0,3306.677408794237,3306.677408794237,22,15,New
96,10574,2020-03-16,2,479.4143952131918,239.7071976065959,1.0,1.0,0.0,1.0,0.0,0.0,38.5,1248.727393105389,2160.238660061045,8,38,Regular
97,10575,2020-03-13,1,496.653686903183,496.653686903183,1.0,1.0,0.0,1.0,0.0,0.0,46.0,4745.897432920738,4745.897432920738,11,25,New
98,10580,2020-01-18,1,125.3809943353298,125.3809943353298,5.0,0.0,1.0,0.0,1.0,0.0,61.0,1135.991117011578,1135.991117011578,66,7,New
99,10583,2020-03-06,1,59.08296985629164,59.08296985629164,1.0,0.0,1.0,1.0,0.0,0.0,11.0,363.7082909802947,363.7082909802947,18,4,New
100,10600,2020-02-08,1,194.2203557239252,194.2203557239252,2.0,1.0,0.0,0.0,0.0,1.0,47.0,0.9,0.9122222222222223,45,10,New
101,10606,2020-01-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.9,0.9122222222222223,71,1,New
102,10614,2020-02-24,1,459.5871163428706,459.5871163428706,4.0,0.0,0.0,0.0,1.0,0.0,91.0,5932.679641399155,5932.679641399155,29,23,New
103,10619,2020-03-13,1,161.6810530072989,161.6810530072989,2.0,1.0,1.0,0.0,1.0,0.0,47.0,1976.108354727901,1976.108354727901,11,9,New
104,10629,2020-03-12,1,99.61794844130762,99.61794844130762,2.0,0.0,1.0,1.0,0.0,0.0,27.0,756.0031861756187,756.0031861756187,12,6,New
105,10630,2020-03-21,1,360.6814752600627,360.6814752600627,5.0,0.0,0.0,1.0,0.0,0.0,32.0,0.9,0.9122222222222223,3,19,New
106,10634,2020-03-08,1,242.8614588308527,242.8614588308527,2.0,0.0,0.0,1.0,0.0,0.0,14.0,0.9,0.9122222222222223,16,13,New
107,10635,2020-01-17,1,395.320019121232,395.320019121232,2.0,1.0,0.0,1.0,0.0,0.0,51.0,0.9,0.9122222222222223,67,20,New
108,10638,2020-02-03,1,379.2169115425809,379.2169115425809,4.0,0.0,0.0,0.0,1.0,0.0,6.0,2908.67173887824,2908.67173887824,50,20,New
109,10645,2020-02-19,1,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,77.0,0.9,0.9122222222222223,34,1,New
110,10659,2020-01-09,1,62.98044271377706,62.98044271377706,1.0,0.0,0.0,1.0,0.0,0.0,76.0,351.1343782779604,351.1343782779604,75,4,New
111,10661,2020-03-24,2,526.2624248854017,263.13121244270087,3.0,0.5,0.0,0.5,0.0,0.5,33.0,1058.50217585968,2010.9182130487154,0,40,Regular
112,10663,2020-01-07,1,417.3941447458525,417.3941447458525,2.0,0.0,1.0,0.0,1.0,0.0,90.0,2988.132030095687,2988.132030095687,77,21,New
113,10666,2020-02-01,1,328.9306303729309,328.9306303729309,2.0,0.0,0.0,0.0,0.0,1.0,26.0,4450.160426374022,4450.160426374022,52,17,New
114,10667,2020-01-27,1,491.2018651653281,491.2018651653281,3.0,0.0,0.0,0.0,1.0,0.0,77.0,6940.810084051701,6940.810084051701,57,25,New
115,10671,2020-02-01,1,428.7577057393519,428.7577057393519,2.0,1.0,0.0,1.0,0.0,0.0,91.0,2240.398646486635,2240.398646486635,52,22,New
116,10686,2020-03-03,1,59.11184575501329,59.11184575501329,2.0,0.0,0.0,1.0,0.0,0.0,9.0,813.424103513086,813.424103513086,21,4,New
117,10688,2020-02-14,1,347.2054739939091,347.2054739939091,2.0,1.0,0.0,0.0,0.0,1.0,83.0,4796.212973546651,4796.212973546651,39,18,New
118,10698,2020-01-22,2,610.7270418266296,305.3635209133148,4.0,1.0,0.0,1.0,0.0,0.0,31.5,5296.097396679053,4094.608818879573,62,44,Regular
119,10699,2020-01-13,1,105.134821343089,105.134821343089,2.0,0.0,0.0,0.0,1.0,0.0,11.0,1012.689888113094,1012.689888113094,71,6,New
120,10703,2020-03-16,1,361.9366175408293,361.9366175408293,4.0,0.0,0.0,0.0,0.0,1.0,9.0,4602.800882710718,4602.800882710718,8,19,New
121,10707,2020-03-23,1,204.0519296881496,204.0519296881496,2.0,1.0,0.0,0.0,0.0,1.0,19.0,2044.938367968347,2044.938367968347,1,11,New
122,10716,2020-01-29,1,297.9052683534012,297.9052683534012,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3623.05361247098,3623.05361247098,55,16,New
123,10717,2020-01-22,1,278.3925556398771,278.3925556398771,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3167.049160267865,3167.049160267865,62,15,New
124,10726,2020-02-27,1,217.6096444798247,217.6096444798247,3.0,0.0,1.0,1.0,0.0,0.0,97.0,1271.617987038256,1271.617987038256,26,12,New
125,10728,2020-01-22,2,222.24693000298942,111.12346500149471,1.5,0.0,0.0,0.5,0.5,0.0,79.5,2054.170824109121,1202.3604613877437,62,25,New
126,10760,2020-02-01,1,22.55980244336707,22.55980244336707,2.0,0.0,0.0,1.0,0.0,0.0,100.0,133.3675767348178,133.3675767348178,52,2,New
127,10768,2020-02-15,1,169.127798393929,169.127798393929,4.0,0.0,0.0,1.0,0.0,0.0,38.0,1648.864364508176,1648.864364508176,38,9,New
128,10769,2020-03-22,2,539.4992905055813,269.74964525279063,4.0,0.5,0.0,0.5,0.5,0.0,52.0,1987.052536425042,2166.699089060693,2,41,Regular
129,10770,2020-01-30,1,157.4692806237495,157.4692806237495,0.0,0.0,0.0,0.0,0.0,1.0,78.0,1019.203841920262,1019.203841920262,54,9,New
130,10775,2020-01-03,1,412.3517911977381,412.3517911977381,1.0,1.0,0.0,1.0,0.0,0.0,95.0,2371.915699291731,2371.915699291731,81,21,New
131,10778,2020-03-07,1,156.4135014008046,156.4135014008046,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1878.711856623341,1878.711856623341,17,9,New
132,10784,2020-01-15,1,394.7494052772843,394.7494052772843,5.0,0.0,0.0,1.0,0.0,0.0,9.0,4968.667299637992,4968.667299637992,69,20,New
133,10791,2020-03-04,1,26.36267038427012,26.36267038427012,0.0,1.0,0.0,0.0,1.0,0.0,37.0,137.1646801214362,137.1646801214362,20,2,New
134,10793,2020-02-11,1,199.7726751009117,199.7726751009117,3.0,0.0,0.0,0.0,0.0,1.0,9.0,0.9,0.9122222222222223,42,11,New
135,10804,2020-02-17,1,206.7073391374019,206.7073391374019,3.0,0.0,1.0,1.0,0.0,0.0,49.0,2671.304027350091,2671.304027350091,36,11,New
136,10806,2020-02-26,1,258.8142516060493,258.8142516060493,1.0,1.0,0.0,0.0,1.0,0.0,25.0,3438.569585614032,3438.569585614032,27,14,New
137,10814,2020-02-11,1,174.0243305816875,174.0243305816875,3.0,0.0,0.0,1.0,0.0,0.0,38.0,2207.510673528401,2207.510673528401,42,9,New
138,10822,2020-02-16,1,121.3030535301037,121.3030535301037,3.0,0.0,0.0,0.0,1.0,0.0,100.0,1686.404953928432,1686.404953928432,37,7,New
139,10823,2020-01-26,1,176.3908391920031,176.3908391920031,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.9122222222222223,58,10,New
140,10824,2020-02-27,1,18.67517808588623,18.67517808588623,4.0,1.0,0.0,1.0,0.0,0.0,57.0,179.8084793890836,179.8084793890836,26,2,New
141,10825,2020-01-21,1,259.846074620749,259.846074620749,4.0,0.0,0.0,0.0,1.0,0.0,25.0,2795.770996984849,2795.770996984849,63,14,New
142,10827,2020-02-11,1,270.2436170466362,270.2436170466362,3.0,1.0,0.0,1.0,0.0,0.0,49.0,2670.674181935527,2670.674181935527,42,14,New
143,10830,2020-01-17,1,290.3289103160963,290.3289103160963,4.0,0.0,0.0,0.0,0.0,1.0,66.0,1478.134211347846,1478.134211347846,67,15,New
144,10832,2020-02-16,1,25.08541874176584,25.08541874176584,1.0,0.0,0.0,1.0,0.0,0.0,6.0,293.1854315230137,293.1854315230137,37,2,New
145,10846,2020-02-06,1,38.48555760314601,38.48555760314601,1.0,0.0,0.0,1.0,0.0,0.0,42.0,525.9711851622877,525.9711851622877,47,3,New
146,10851,2020-01-19,1,295.4513801505771,295.4513801505771,2.0,0.0,1.0,1.0,0.0,0.0,80.0,1572.180978157293,1572.180978157293,65,15,New
147,10853,2020-01-16,1,255.3601040106572,255.3601040106572,2.0,1.0,0.0,1.0,0.0,0.0,78.0,3296.768157203644,3296.768157203644,68,13,New
148,10854,2020-01-08,1,15.76489623982887,15.76489623982887,1.0,0.0,0.0,1.0,0.0,0.0,34.0,176.3884371858341,176.3884371858341,76,2,New
149,10860,2020-01-01,1,144.3267219240498,144.3267219240498,5.0,1.0,1.0,0.0,1.0,0.0,29.0,2103.060388103142,2103.060388103142,83,8,New
150,10863,2020-01-06,1,94.32892779843246,94.32892779843246,5.0,0.0,0.0,1.0,0.0,0.0,12.0,501.8963045436755,501.8963045436755,78,6,New
151,10876,2020-02-05,2,441.8954468969572,220.9477234484786,4.0,0.0,0.0,1.0,0.0,0.0,22.0,2025.123391233668,1748.918181268401,48,36,Regular
152,10878,2020-01-04,1,445.4596752445512,445.4596752445512,3.0,0.0,1.0,0.0,1.0,0.0,84.0,4751.315039904985,4751.315039904985,80,23,New
153,10891,2020-03-15,1,270.6661499032841,270.6661499032841,1.0,0.0,0.0,0.0,1.0,0.0,65.0,2942.351975119926,2942.351975119926,9,14,New
154,10892,2020-02-28,1,114.0616210982239,114.0616210982239,2.0,0.0,0.0,0.0,1.0,0.0,69.0,1042.532928659368,1042.532928659368,25,7,New
155,10894,2020-03-09,1,429.5711502267998,429.5711502267998,4.0,1.0,1.0,1.0,0.0,0.0,85.0,2269.632752995289,2269.632752995289,15,22,New
156,10899,2020-03-09,1,498.3995474442469,498.3995474442469,0.0,0.0,0.0,0.0,0.0,1.0,11.0,5201.059761319316,5201.059761319316,15,25,New
157,10917,2020-03-07,1,430.5944670279574,430.5944670279574,0.0,1.0,1.0,1.0,0.0,0.0,80.0,0.9,0.9122222222222223,17,22,New
158,10918,2020-02-03,1,59.11362030638018,59.11362030638018,2.0,0.0,0.0,0.0,0.0,1.0,66.0,449.5096948721698,449.5096948721698,50,4,New
159,10920,2020-02-25,2,229.55943531959886,114.77971765979943,2.0,0.0,0.0,0.5,0.5,0.0,54.5,1919.34643266167,998.7433322010033,28,25,New
160,10922,2020-02-10,1,462.8324950769825,462.8324950769825,2.0,0.0,0.0,1.0,0.0,0.0,97.0,4748.653708768913,4748.653708768913,43,24,New
161,10924,2020-01-27,1,123.2335718459386,123.2335718459386,3.0,1.0,0.0,1.0,0.0,0.0,67.0,1398.43336112601,1398.43336112601,57,7,New
162,10928,2020-01-26,1,388.1846795543349,388.1846795543349,1.0,0.0,0.0,0.0,1.0,0.0,30.0,4960.576222471911,4960.576222471911,58,20,New
163,10933,2020-03-04,1,404.7620933847099,404.7620933847099,1.0,0.0,0.0,1.0,0.0,0.0,99.0,2275.337724070295,2275.337724070295,20,21,New
164,10936,2020-02-27,1,95.39655246566674,95.39655246566674,5.0,0.0,1.0,1.0,0.0,0.0,34.0,659.7735362096638,659.7735362096638,26,6,New
165,10943,2020-02-16,1,200.9167485054251,200.9167485054251,0.0,1.0,0.0,1.0,0.0,0.0,56.0,2253.035250823455,2253.035250823455,37,11,New
166,10950,2020-02-10,1,450.9918056705405,450.9918056705405,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.9,0.9122222222222223,43,23,New
167,10951,2020-02-14,1,308.6575100002212,308.6575100002212,5.0,0.0,0.0,1.0,0.0,0.0,86.0,2174.465996611433,2174.465996611433,39,16,New
168,10953,2020-01-24,1,420.6980086865325,420.6980086865325,1.0,0.0,1.0,0.0,0.0,1.0,28.0,2531.12494580498,2531.12494580498,60,22,New
169,10954,2020-02-28,1,283.2447727381477,283.2447727381477,2.0,1.0,0.0,0.0,1.0,0.0,44.0,1879.875404630235,1879.875404630235,25,15,New
170,10955,2020-03-10,1,129.5910910110334,129.5910910110334,2.0,1.0,0.0,0.0,0.0,1.0,31.0,1834.177141232577,1834.177141232577,14,7,New
171,10956,2020-03-13,3,923.2694091409056,307.7564697136352,3.3333333333333335,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,76.0,4107.709580561776,2819.0994135930355,11,72,VIP
172,10959,2020-03-05,1,44.96983680579623,44.96983680579623,4.0,0.0,1.0,1.0,0.0,0.0,34.0,318.2566818006311,318.2566818006311,19,3,New
